"","team","passer","time","mins","secs","x.start","y.start","x.end","y.end","outcome","assist","key","headed","throw","receiver"
"1","Hudd Town","Laurent Depoitre",61,1,1,50,50,36.5,42.8,"completed","0","0","0","0","Jonathan Hogg"
"2","Liverpool","James Milner",64,1,4,29.4,58.7,9.9,46.4,"completed","0","0","0","0","Joseph Gomez"
"3","Liverpool","Simon Mignolet",67,1,7,9.9,46.4,59.3,34.5,"failed","0","0","0","0","Christopher Schindler"
"4","Hudd Town","Christopher Schindler",70,1,10,39.3,71.4,64.4,73.9,"failed","0","0","1","0","Mohamed Salah"
"5","Hudd Town","Jonathan Hogg",73,1,13,36.4,42.8,34.7,11.1,"completed","0","0","0","0","Alberto Moreno"
"6","Liverpool","Joseph Gomez",74,1,14,36.6,23.6,39.4,33.6,"completed","0","0","1","0","Jordan Henderson"
"7","Liverpool","Jordan Henderson",75,1,15,39.4,33.6,29.4,58.1,"completed","0","0","0","0","Ragnar Klavan"
"8","Liverpool","Ragnar Klavan",77,1,17,29.1,60,32.8,76.4,"completed","0","0","0","0","Alberto Moreno"
"9","Liverpool","Alberto Moreno",80,1,20,35.3,79.7,37.7,59.1,"completed","0","0","0","0","Jordan Henderson"
"10","Liverpool","Jordan Henderson",83,1,23,39.1,56.7,46.7,16.5,"completed","0","0","0","0","James Milner"
"11","Liverpool","James Milner",87,1,27,48.2,10.4,61.8,3.7,"completed","0","0","0","0","Mohamed Salah"
"12","Liverpool","Mohamed Salah",89,1,29,61.8,3.7,49.3,5.8,"completed","0","0","0","0","James Milner"
"13","Liverpool","James Milner",92,1,32,49.3,5.8,36.9,52.2,"completed","0","0","0","0","Joel Matip"
"14","Liverpool","Joel Matip",96,1,36,36.9,52.2,58.1,95.4,"completed","0","0","0","0","Alberto Moreno"
"15","Liverpool","Alberto Moreno",98,1,38,58.1,95.4,37.1,87.5,"completed","0","0","0","0","Ragnar Klavan"
"16","Liverpool","Ragnar Klavan",100,1,40,37.8,86.2,43.1,34,"completed","0","0","0","0","Joseph Gomez"
"17","Liverpool","Joseph Gomez",105,1,45,43.3,32.7,49.1,61.8,"completed","0","0","0","0","Jordan Henderson"
"18","Liverpool","Jordan Henderson",108,1,48,49.1,61.8,61.4,84.1,"completed","0","0","0","0","Georginio Wijnaldum"
"19","Liverpool","Georginio Wijnaldum",110,1,50,60.9,85.9,65.3,95.9,"completed","0","0","0","0","Alberto Moreno"
"20","Liverpool","Alberto Moreno",112,1,52,65.3,95.9,48.1,87.7,"completed","0","0","0","0","Ragnar Klavan"
"21","Liverpool","Ragnar Klavan",116,1,56,54.1,71.8,50.3,36.1,"completed","0","0","0","0","Joseph Gomez"
"22","Hudd Town","Tommy Smith",117,1,57,34.7,11.1,73.4,8.2,"failed","0","0","0","0","Simon Mignolet"
"23","Liverpool","Alberto Moreno",120,1,60,19.2,91.5,30.2,57.2,"completed","0","0","1","0","James Milner"
"24","Liverpool","Joseph Gomez",122,2,2,50.5,34,61.4,5.5,"completed","0","0","0","0","Mohamed Salah"
"25","Liverpool","Alberto Moreno",124,2,4,61.1,88.3,44.2,85.3,"completed","0","0","0","0","Ragnar Klavan"
"26","Liverpool","Ragnar Klavan",128,2,8,53.8,78.8,46.9,47.9,"completed","0","0","0","0","Jordan Henderson"
"27","Liverpool","Jordan Henderson",132,2,12,60.8,34.6,65.9,3.4,"completed","0","0","0","0","Joseph Gomez"
"28","Liverpool","Mohamed Salah",138,2,18,72.3,12.5,92.3,23.9,"failed","0","0","0","0","Daniel Sturridge"
"29","Liverpool","Daniel Sturridge",141,2,21,92.3,23.3,92.2,24.7,"failed","0","0","0","0","Christopher Schindler"
"30","Hudd Town","Christopher Schindler",143,2,23,9.2,75.4,70,86.8,"failed","0","0","0","0","Jordan Henderson"
"31","Liverpool","Joseph Gomez",153,2,33,29,9.7,34.6,53,"completed","0","0","0","0","Joel Matip"
"32","Liverpool","Joel Matip",156,2,36,34.6,53,46.9,34.6,"completed","0","0","0","0","Aaron Mooy"
"33","Liverpool","Jordan Henderson",159,2,39,48,34.5,91.4,82.6,"failed","0","0","0","0","Rajiv van La Parra"
"34","Hudd Town","Rajiv van La Parra",167,2,47,3.8,24.6,29.1,4,"failed","0","0","0","0","Tom Ince"
"35","Hudd Town","Tom Ince",176,2,56,26.9,55.9,32.6,54,"failed","0","0","1","0","Jordan Henderson"
"36","Liverpool","Mohamed Salah",177,2,57,56.3,6.2,45.8,53.4,"completed","0","0","0","0","Joel Matip"
"37","Liverpool","Joel Matip",179,2,59,45.8,53.4,61.4,94.1,"completed","0","0","0","0","Alberto Moreno"
"38","Hudd Town","Tommy Smith",185,3,5,38.3,44.9,13.8,49.9,"completed","0","0","0","0","Jonas Lössl"
"39","Hudd Town","Jonas Lössl",197,3,17,14,44.8,64.7,12.8,"completed","0","0","0","0","Tommy Smith"
"40","Hudd Town","Laurent Depoitre",201,3,21,65,12.6,66.7,11.2,"failed","0","0","1","0","Laurent Depoitre"
"41","Liverpool","Alberto Moreno",255,4,15,28.5,100,27.3,83.6,"completed","0","0","0","1","Jordan Henderson"
"42","Liverpool","Jordan Henderson",256,4,16,27.3,83.6,27.7,97.5,"completed","0","0","0","0","Alberto Moreno"
"43","Liverpool","Alberto Moreno",257,4,17,27.7,97.5,22.6,84.4,"completed","0","0","0","0","Ragnar Klavan"
"44","Liverpool","Ragnar Klavan",258,4,18,22.6,84.4,24.6,51.6,"completed","0","0","0","0","Joel Matip"
"45","Liverpool","Joel Matip",259,4,19,24.6,51.6,35,23.4,"completed","0","0","0","0","Joseph Gomez"
"46","Liverpool","Joseph Gomez",265,4,25,41.9,27.7,39.2,69.1,"completed","0","0","0","0","Ragnar Klavan"
"47","Liverpool","Ragnar Klavan",269,4,29,43.9,71.8,58.8,94.4,"completed","0","0","0","0","Alberto Moreno"
"48","Liverpool","Alberto Moreno",270,4,30,58.8,94.4,36.6,67.2,"completed","0","0","0","0","Ragnar Klavan"
"49","Liverpool","Ragnar Klavan",273,4,33,36.5,67.2,40.2,54.3,"completed","0","0","0","0","Joel Matip"
"50","Liverpool","Joel Matip",278,4,38,45,51.2,56.2,71.7,"completed","0","0","0","0","Georginio Wijnaldum"
"51","Liverpool","Georginio Wijnaldum",281,4,41,56.2,71.7,47.7,64.2,"completed","0","0","0","0","Aaron Mooy"
"52","Liverpool","Ragnar Klavan",284,4,44,58.6,69.1,63.7,100,"failed","0","0","0","0","Laurent Depoitre"
"53","Hudd Town","Tommy Smith",298,4,58,74.6,0,77.9,7.6,"completed","0","0","0","1","Alberto Moreno"
"54","Hudd Town","Laurent Depoitre",299,4,59,77.5,7.5,73.8,0,"failed","0","0","0","0","Ragnar Klavan"
"55","Hudd Town","Tommy Smith",301,5,1,41.9,0,47.9,5.8,"completed","0","0","0","1","Alberto Moreno"
"56","Hudd Town","Aaron Mooy",302,5,2,46.3,6.4,68.6,7.3,"completed","0","0","0","0","Tommy Smith"
"57","Liverpool","Joseph Gomez",305,5,5,43.8,40.1,35.8,54,"completed","0","0","0","0","Joel Matip"
"58","Liverpool","Joel Matip",308,5,8,42.2,58.2,48.4,72.3,"completed","0","0","0","0","Ragnar Klavan"
"59","Liverpool","Ragnar Klavan",310,5,10,47.9,69.6,45,50.7,"completed","0","0","0","0","Joel Matip"
"60","Liverpool","Joel Matip",312,5,12,45,50.7,55.4,41.5,"completed","0","0","0","0","Jordan Henderson"
"61","Liverpool","Jordan Henderson",316,5,16,58.9,36.4,70.2,3.4,"completed","0","0","0","0","Mohamed Salah"
"62","Liverpool","Mohamed Salah",321,5,21,82.1,9.1,88.1,3.7,"completed","0","0","0","0","Joseph Gomez"
"63","Hudd Town","Laurent Depoitre",324,5,24,71.6,10.1,73.5,5.2,"failed","0","0","0","0","Jonathan Hogg"
"64","Hudd Town","Jonathan Hogg",326,5,26,10.1,76.4,33.3,100,"failed","0","0","0","0","James Milner"
"65","Liverpool","Joseph Gomez",333,5,33,64.6,0,67.5,9.4,"completed","0","0","0","1","Joel Matip"
"66","Liverpool","James Milner",334,5,34,67.5,9.4,62.6,3.8,"failed","0","0","0","0","Tom Ince"
"67","Hudd Town","Tom Ince",340,5,40,38.1,96.3,76.1,74.1,"failed","0","0","0","0","Roberto Firmino"
"68","Liverpool","Alberto Moreno",346,5,46,24.6,94.7,23.2,66.3,"completed","0","0","0","0","Joel Matip"
"69","Liverpool","Joel Matip",347,5,47,27.3,24.4,3.4,67,"completed","0","0","0","0","Simon Mignolet"
"70","Liverpool","Simon Mignolet",350,5,50,3.2,67.5,10.1,86.9,"completed","0","0","0","0","Alberto Moreno"
"71","Liverpool","Alberto Moreno",353,5,53,9.3,86.5,34.4,63.3,"completed","0","0","0","0","Tommy Smith"
"72","Liverpool","Roberto Firmino",355,5,55,34.4,63.3,46.1,66.4,"failed","0","0","1","0","Zanka"
"73","Liverpool","Joel Matip",358,5,58,23.2,66.3,29.3,44.2,"completed","0","0","0","0","Joseph Gomez"
"74","Hudd Town","Tommy Smith",386,6,26,40.1,7.9,45.6,21.3,"completed","0","0","0","0","Mohamed Salah"
"75","Hudd Town","Zanka",388,6,28,45.6,21.3,91.6,14.4,"failed","0","0","0","0","Simon Mignolet"
"76","Liverpool","Simon Mignolet",394,6,34,6.3,86.3,55.6,66.9,"failed","0","0","0","0","Zanka"
"77","Hudd Town","Zanka",397,6,37,45.8,29.7,45.4,47.8,"failed","0","0","1","0","Tommy Smith"
"78","Liverpool","Mohamed Salah",400,6,40,57,45.5,52.2,21.3,"completed","0","0","0","0","Joseph Gomez"
"79","Liverpool","Joseph Gomez",403,6,43,54.9,20.6,55,32.2,"completed","0","0","0","0","Jordan Henderson"
"80","Liverpool","Jordan Henderson",407,6,47,56.7,27,72.8,2.6,"completed","0","0","0","0","Rajiv van La Parra"
"81","Liverpool","Joel Matip",445,7,25,26.7,53.3,32.1,53.7,"completed","0","0","1","0","Joseph Gomez"
"82","Liverpool","James Milner",447,7,27,34,21.8,63.1,5,"failed","0","0","0","0","Jordan Henderson"
"83","Liverpool","Joseph Gomez",475,7,55,56.8,0,57.1,23.6,"completed","0","0","0","1","James Milner"
"84","Liverpool","James Milner",476,7,56,57.1,23.6,55.1,53.4,"completed","0","0","0","0","Georginio Wijnaldum"
"85","Liverpool","Georginio Wijnaldum",481,8,1,55.1,53.4,59.3,70.6,"completed","0","0","0","0","Alberto Moreno"
"86","Liverpool","Alberto Moreno",482,8,2,59.4,71.1,45.6,58.2,"completed","0","0","0","0","Ragnar Klavan"
"87","Liverpool","Jordan Henderson",483,8,3,59.8,24.9,53.4,17.6,"completed","0","0","0","0","Joseph Gomez"
"88","Liverpool","Joseph Gomez",485,8,5,51.7,17.9,46,37.1,"completed","0","0","0","0","Joel Matip"
"89","Liverpool","Joel Matip",488,8,8,46.1,37.3,56.1,30.7,"completed","0","0","0","0","Joel Matip"
"90","Liverpool","Jordan Henderson",492,8,12,56.9,29.2,88.1,59.7,"failed","0","0","0","0","Jonas Lössl"
"91","Liverpool","Ragnar Klavan",515,8,35,46.2,55.7,54.7,16.7,"completed","0","0","0","0","Joseph Gomez"
"92","Liverpool","Joseph Gomez",539,8,59,55.4,17.7,59.8,24.9,"completed","0","0","0","0","Jordan Henderson"
"93","Liverpool","Joel Matip",549,9,9,24.4,46,32.3,46.4,"completed","0","0","0","0","Jordan Henderson"
"94","Liverpool","Jordan Henderson",554,9,14,45,46.6,56.2,68.7,"completed","0","0","0","0","Roberto Firmino"
"95","Liverpool","Roberto Firmino",557,9,17,58.8,71.1,70.1,72.7,"completed","0","0","0","0","Alberto Moreno"
"96","Liverpool","Alberto Moreno",559,9,19,70.3,72.7,64.8,79.4,"completed","0","0","0","0","Ragnar Klavan"
"97","Liverpool","Roberto Firmino",560,9,20,64.8,79.4,72.5,82.6,"failed","0","0","0","0","Tommy Smith"
"98","Hudd Town","Tommy Smith",583,9,43,10.5,0,31.6,5.6,"failed","0","0","0","1","Ragnar Klavan"
"99","Liverpool","Ragnar Klavan",587,9,47,60.8,97.1,63.9,97.7,"failed","0","0","1","0","Roberto Firmino"
"100","Liverpool","Ragnar Klavan",588,9,48,62.7,97.7,71.5,95.6,"completed","0","0","0","0","James Milner"
"101","Liverpool","Roberto Firmino",589,9,49,71.5,95.6,65.1,93.6,"failed","0","0","0","0","Rajiv van La Parra"
"102","Hudd Town","Rajiv van La Parra",590,9,50,34.3,5,33.7,5.9,"failed","0","0","0","0","Tommy Smith"
"103","Hudd Town","Jonas Lössl",598,9,58,13.1,45.5,85.1,30.1,"failed","0","0","0","0","Roberto Firmino"
"104","Hudd Town","Tommy Smith",603,10,3,35.4,0,57.8,4,"failed","0","0","0","1","Daniel Sturridge"
"105","Liverpool","James Milner",606,10,6,41.5,97.1,49.2,82.1,"completed","0","0","1","0","Georginio Wijnaldum"
"106","Liverpool","Georginio Wijnaldum",607,10,7,49.2,82.1,63.8,74.5,"completed","0","0","0","0","Tommy Smith"
"107","Liverpool","Daniel Sturridge",609,10,9,63.6,73.5,62.9,80.3,"failed","0","0","0","0","Jonathan Hogg"
"108","Hudd Town","Tommy Smith",610,10,10,39.9,8.2,50.3,12.5,"completed","0","0","0","0","Ragnar Klavan"
"109","Hudd Town","Jonathan Hogg",612,10,12,50.3,12.5,88.3,0,"failed","0","0","0","0","Jordan Henderson"
"110","Liverpool","Ragnar Klavan",622,10,22,14.9,100,7.2,79.1,"completed","0","0","0","1","Simon Mignolet"
"111","Liverpool","Simon Mignolet",625,10,25,7.3,73.3,24.2,20.1,"completed","0","0","0","0","Joseph Gomez"
"112","Liverpool","Joseph Gomez",634,10,34,46.3,27.4,41.6,43,"completed","0","0","0","0","Joel Matip"
"113","Liverpool","Joel Matip",637,10,37,41.8,44.2,59.6,67.6,"completed","0","0","0","0","Roberto Firmino"
"114","Liverpool","Roberto Firmino",638,10,38,59.6,67.6,53.8,68.5,"completed","0","0","0","0","Ragnar Klavan"
"115","Liverpool","Ragnar Klavan",640,10,40,53.8,66.1,54.1,41.9,"completed","0","0","0","0","Jordan Henderson"
"116","Liverpool","Jordan Henderson",644,10,44,55.3,56.1,64.3,72.6,"completed","0","0","0","0","Daniel Sturridge"
"117","Liverpool","Daniel Sturridge",649,10,49,66.2,72,55.4,67.6,"completed","0","0","0","0","Ragnar Klavan"
"118","Liverpool","Ragnar Klavan",650,10,50,55.4,67.6,54.3,53.9,"completed","0","0","0","0","Jordan Henderson"
"119","Liverpool","Jordan Henderson",652,10,52,54.4,50.6,58.3,23,"completed","0","0","0","0","Joseph Gomez"
"120","Liverpool","Joseph Gomez",654,10,54,58.7,21.8,66.4,4.7,"completed","0","0","0","0","Mohamed Salah"
"121","Liverpool","Mohamed Salah",662,11,2,60.8,21.3,54.9,53.6,"completed","0","0","0","0","Ragnar Klavan"
"122","Liverpool","Jordan Henderson",665,11,5,76,59.4,90.6,63.3,"failed","0","0","0","0","Tommy Smith"
"123","Hudd Town","Tommy Smith",667,11,7,13.5,35.8,70.9,0,"failed","0","0","0","0","Jordan Henderson"
"124","Liverpool","Ragnar Klavan",686,11,26,30.4,100,30.2,61.1,"completed","0","0","0","1","Joel Matip"
"125","Liverpool","Joel Matip",687,11,27,30.2,61.1,33.9,41.6,"completed","0","0","0","0","Joseph Gomez"
"126","Liverpool","Joseph Gomez",691,11,31,41.4,36.9,49.3,41.5,"completed","0","0","0","0","Jordan Henderson"
"127","Liverpool","Ragnar Klavan",695,11,35,54.4,56.7,66.3,85.1,"completed","0","0","0","0","James Milner"
"128","Liverpool","Jordan Henderson",696,11,36,56.8,29.2,46.8,12.5,"completed","0","0","0","0","Joseph Gomez"
"129","Liverpool","Joseph Gomez",698,11,38,46.8,12.5,58.3,2.3,"completed","0","0","0","0","Mohamed Salah"
"130","Liverpool","Mohamed Salah",700,11,40,58.3,2.3,56.9,12.9,"completed","0","0","0","0","Jordan Henderson"
"131","Liverpool","Jordan Henderson",701,11,41,56.9,12.9,58.8,3.5,"completed","0","0","0","0","Mohamed Salah"
"132","Liverpool","Mohamed Salah",703,11,43,59.2,3.5,60.7,18.3,"completed","0","0","0","0","Danny Williams"
"133","Liverpool","Jordan Henderson",705,11,45,60.7,18.3,63.6,22.2,"failed","0","0","0","0","Georginio Wijnaldum"
"134","Hudd Town","Danny Williams",708,11,48,36,80.6,42.4,73.2,"completed","0","0","0","0","Rajiv van La Parra"
"135","Liverpool","Georginio Wijnaldum",715,11,55,68.4,73.3,78.5,92.6,"failed","0","0","0","0","Joel Matip"
"136","Liverpool","James Milner",719,11,59,68,86.3,72.7,52.4,"completed","0","0","0","0","Ragnar Klavan"
"137","Liverpool","Jordan Henderson",721,12,1,67.8,47.3,70.2,33.4,"failed","0","0","1","0","Alberto Moreno"
"138","Hudd Town","Aaron Mooy",722,12,2,30.3,68.1,46.1,56.6,"completed","0","0","0","0","Tommy Smith"
"139","Hudd Town","Tommy Smith",741,12,21,36.9,14.6,45.4,15.2,"completed","0","0","0","0","Rajiv van La Parra"
"140","Hudd Town","Rajiv van La Parra",742,12,22,44.2,16.4,33.2,27.6,"completed","0","0","0","0","Zanka"
"141","Hudd Town","Zanka",743,12,23,33.2,27.6,36.9,8,"completed","0","0","0","0","Tommy Smith"
"142","Hudd Town","Tommy Smith",746,12,26,37.7,6.1,69.8,8.5,"completed","0","0","0","0","Georginio Wijnaldum"
"143","Liverpool","Georginio Wijnaldum",751,12,31,23.5,89,29.9,88,"completed","0","0","0","0","Aaron Mooy"
"144","Liverpool","Alberto Moreno",752,12,32,30.2,86.9,0,84.8,"failed","0","0","0","0","Tom Ince"
"145","Hudd Town","Rajiv van La Parra",781,13,1,32.4,3.5,35.2,10.9,"completed","0","0","0","0","Laurent Depoitre"
"146","Hudd Town","Danny Williams",793,13,13,35.3,10.9,71.3,5,"failed","0","0","0","0","Tommy Smith"
"147","Hudd Town","Tommy Smith",797,13,17,69.9,0,70.6,9.5,"completed","0","0","0","1","Tom Ince"
"148","Hudd Town","Aaron Mooy",797,13,17,70.6,9.5,71.1,3.2,"completed","0","0","0","0","Tommy Smith"
"149","Hudd Town","Tommy Smith",798,13,18,71.1,3.2,85.4,28.2,"failed","0","0","0","0","Aaron Mooy"
"150","Liverpool","Ragnar Klavan",802,13,22,19.6,75,32.7,72,"failed","0","0","1","0","Tommy Smith"
"151","Hudd Town","Aaron Mooy",802,13,22,73.6,30.9,74,54.5,"failed","0","0","0","0","Ragnar Klavan"
"152","Hudd Town","Tom Ince",806,13,26,67.7,61.2,64.7,43.9,"completed","0","0","0","0","Jonathan Hogg"
"153","Hudd Town","Jonathan Hogg",807,13,27,65.7,41,71.2,8.8,"completed","0","0","0","0","Joseph Gomez"
"154","Hudd Town","Tommy Smith",810,13,30,72.9,9.7,74.7,14.1,"failed","0","0","0","0","Alberto Moreno"
"155","Liverpool","Alberto Moreno",813,13,33,15.6,89,32.1,89.3,"failed","0","0","0","0","Zanka"
"156","Hudd Town","Zanka",818,13,38,55.1,4.3,94.5,25.5,"failed","0","0","0","0","Chris Löwe"
"157","Liverpool","Joseph Gomez",830,13,50,30.2,17.3,39.4,25.6,"completed","0","0","0","0","James Milner"
"158","Liverpool","James Milner",835,13,55,42.6,25.5,56.5,54.5,"completed","0","0","0","0","Tommy Smith"
"159","Hudd Town","Tommy Smith",842,14,2,32.9,31.6,35.6,16.7,"completed","0","0","0","0","Alberto Moreno"
"160","Liverpool","Alberto Moreno",847,14,7,44.6,43.6,48.4,18.2,"completed","0","0","0","0","Joel Matip"
"161","Hudd Town","Chris Löwe",859,14,19,55.1,97.4,75,87.8,"failed","0","0","0","0","Mohamed Salah"
"162","Liverpool","Joel Matip",863,14,23,21.2,10.4,36,15.2,"completed","0","0","0","0","Jordan Henderson"
"163","Liverpool","Jordan Henderson",865,14,25,34.6,16.1,33.2,35.8,"completed","0","0","0","0","James Milner"
"164","Liverpool","James Milner",867,14,27,31.4,33.6,24.5,63.1,"completed","0","0","0","0","Alberto Moreno"
"165","Liverpool","Alberto Moreno",871,14,31,26.2,66.7,36.5,56.1,"completed","0","0","0","0","Georginio Wijnaldum"
"166","Liverpool","Georginio Wijnaldum",877,14,37,36,61.7,36.4,30,"completed","0","0","0","0","Joel Matip"
"167","Liverpool","Joel Matip",879,14,39,34.8,30.9,43.8,27.7,"completed","0","0","0","0","Jordan Henderson"
"168","Liverpool","Jordan Henderson",882,14,42,43.8,27,63.3,2.8,"completed","0","0","0","0","Christopher Schindler"
"169","Liverpool","Mohamed Salah",889,14,49,76.2,8,89.4,26.1,"failed","0","0","0","0","Laurent Depoitre"
"170","Hudd Town","Christopher Schindler",890,14,50,10.9,73.8,3.3,59.9,"completed","0","0","1","0","Jonas Lössl"
"171","Hudd Town","Jonas Lössl",903,15,3,14.7,44.3,61.4,18.3,"completed","0","0","0","0","Alberto Moreno"
"172","Hudd Town","Laurent Depoitre",906,15,6,61.5,22.5,57.7,0,"failed","0","0","1","0","Joel Matip"
"173","Liverpool","Alberto Moreno",911,15,11,37.3,100,26.8,71.5,"completed","0","0","0","1","Ragnar Klavan"
"174","Liverpool","Ragnar Klavan",915,15,15,24.8,70,29.6,52.4,"completed","0","0","0","0","Joel Matip"
"175","Liverpool","Joel Matip",918,15,18,30.6,47,38.8,27.6,"completed","0","0","0","0","Joseph Gomez"
"176","Liverpool","Joseph Gomez",922,15,22,40.9,27,67.3,20.3,"completed","0","0","0","0","James Milner"
"177","Liverpool","James Milner",925,15,25,67.3,20.3,66.7,6.1,"completed","0","0","0","0","Mohamed Salah"
"178","Liverpool","Mohamed Salah",928,15,28,68.8,10.3,68.8,21,"completed","0","0","0","0","James Milner"
"179","Liverpool","James Milner",929,15,29,69.9,21.8,60.2,21.6,"completed","0","0","0","0","Jordan Henderson"
"180","Liverpool","Jordan Henderson",932,15,32,60.2,21.6,58.7,37,"completed","0","0","0","0","Joel Matip"
"181","Liverpool","Joel Matip",936,15,36,65.9,49.1,66,61.7,"completed","0","0","0","0","Georginio Wijnaldum"
"182","Liverpool","Georginio Wijnaldum",939,15,39,67.1,60.8,56.8,38.8,"completed","0","0","0","0","Joel Matip"
"183","Liverpool","Joel Matip",941,15,41,56.8,38.8,64.8,23.9,"completed","0","0","0","0","Jordan Henderson"
"184","Liverpool","Jordan Henderson",945,15,45,63.3,24.6,58.4,42.8,"completed","0","0","0","0","Joel Matip"
"185","Liverpool","Joel Matip",947,15,47,55.5,46.6,62.7,65.4,"completed","0","0","0","0","Ragnar Klavan"
"186","Liverpool","Ragnar Klavan",950,15,50,62.2,66.9,67.2,92.6,"completed","0","0","0","0","Alberto Moreno"
"187","Liverpool","Alberto Moreno",954,15,54,67.4,84.4,54.4,77.9,"completed","0","0","0","0","Ragnar Klavan"
"188","Liverpool","Ragnar Klavan",961,16,1,51.9,73.2,48,49.7,"completed","0","0","0","0","Joel Matip"
"189","Liverpool","Joel Matip",962,16,2,50.5,48.5,59.5,36.6,"completed","0","0","0","0","Jordan Henderson"
"190","Liverpool","Joel Matip",966,16,6,71.3,51.6,78,45.4,"failed","0","0","0","0","Ragnar Klavan"
"191","Liverpool","Ragnar Klavan",969,16,9,66.6,40.7,74.6,24.3,"failed","0","0","0","0","Christopher Schindler"
"192","Liverpool","Mohamed Salah",974,16,14,62.8,33.7,58,22.8,"completed","0","0","0","0","Joseph Gomez"
"193","Liverpool","Joseph Gomez",976,16,16,59.6,23.4,55.3,36.4,"completed","0","0","0","0","Jordan Henderson"
"194","Liverpool","Jordan Henderson",978,16,18,55.3,36.4,67.8,66.4,"completed","0","0","0","0","Georginio Wijnaldum"
"195","Liverpool","Georginio Wijnaldum",980,16,20,65.4,66.1,69.1,85.7,"completed","0","0","0","0","Alberto Moreno"
"196","Liverpool","Alberto Moreno",982,16,22,68.3,85.9,65.5,72.6,"completed","0","0","0","0","Georginio Wijnaldum"
"197","Liverpool","Georginio Wijnaldum",987,16,27,62.2,75.3,55,67.6,"completed","0","0","0","0","Ragnar Klavan"
"198","Liverpool","Ragnar Klavan",988,16,28,55,67.6,55.6,47.6,"completed","0","0","0","0","Joel Matip"
"199","Liverpool","Joel Matip",991,16,31,55.6,47.6,65.6,21.5,"completed","0","0","0","0","Joseph Gomez"
"200","Liverpool","Joseph Gomez",994,16,34,63.5,18.6,72.4,21,"completed","0","0","0","0","Simon Mignolet"
"201","Liverpool","Jordan Henderson",995,16,35,61.3,31.6,64.3,7,"completed","0","0","0","0","Joseph Gomez"
"202","Hudd Town","Christopher Schindler",1000,16,40,18.4,66.9,68.1,60.5,"failed","0","0","0","0","Georginio Wijnaldum"
"203","Liverpool","Simon Mignolet",1005,16,45,30.6,39.2,44.1,28.5,"completed","0","0","0","0","Joseph Gomez"
"204","Liverpool","Joseph Gomez",1009,16,49,44.1,28.5,49.6,66.6,"completed","0","0","0","0","Ragnar Klavan"
"205","Liverpool","Ragnar Klavan",1011,16,51,52.9,69.1,61.5,92,"completed","0","0","0","0","Alberto Moreno"
"206","Liverpool","Alberto Moreno",1014,16,54,61.5,92,55.9,76.1,"completed","0","0","0","0","Ragnar Klavan"
"207","Liverpool","Ragnar Klavan",1016,16,56,55.9,76.1,54,47,"completed","0","0","0","0","Jordan Henderson"
"208","Liverpool","Joseph Gomez",1017,16,57,64.3,7,59.3,19.8,"completed","0","0","0","0","Jordan Henderson"
"209","Liverpool","Jordan Henderson",1020,16,60,59.3,19.8,61.3,49.9,"completed","0","0","0","0","Mohamed Salah"
"210","Liverpool","Jordan Henderson",1021,17,1,54,47,61.7,28.3,"completed","0","0","0","0","Roberto Firmino"
"211","Liverpool","Joel Matip",1025,17,5,68.4,51.8,68.5,58.8,"completed","0","0","0","0","Daniel Sturridge"
"212","Liverpool","Daniel Sturridge",1027,17,7,71.5,59,54,56.1,"completed","0","0","0","0","Ragnar Klavan"
"213","Liverpool","Ragnar Klavan",1029,17,9,54,56.1,55.7,40.6,"completed","0","0","0","0","Jordan Henderson"
"214","Liverpool","Jordan Henderson",1035,17,15,67.4,42.1,68.5,67.2,"completed","0","0","0","0","Alberto Moreno"
"215","Liverpool","Alberto Moreno",1039,17,19,68.9,64.6,98.7,29.4,"completed","0","0","0","0","Joseph Gomez"
"216","Liverpool","Roberto Firmino",1044,17,24,62.8,23.4,61.7,7.9,"completed","0","0","0","0","Joseph Gomez"
"217","Liverpool","Georginio Wijnaldum",1050,17,30,80.1,52.7,91.8,29.8,"failed","0","0","0","0","Aaron Mooy"
"218","Liverpool","Joseph Gomez",1057,17,37,59.6,0,60.4,10.1,"completed","0","0","0","1","James Milner"
"219","Liverpool","James Milner",1064,17,44,61.9,10.3,60.7,18.9,"completed","0","0","0","0","Jordan Henderson"
"220","Liverpool","Jordan Henderson",1065,17,45,60.7,18.9,58.9,4.9,"completed","0","0","0","0","Joseph Gomez"
"221","Liverpool","Joseph Gomez",1067,17,47,58.9,4.9,54.9,31.8,"completed","0","0","0","0","Joel Matip"
"222","Liverpool","Joel Matip",1069,17,49,54.6,32.5,60.1,60.5,"completed","0","0","0","0","Ragnar Klavan"
"223","Liverpool","Ragnar Klavan",1074,17,54,66.6,62.9,61.2,71.5,"completed","0","0","0","0","Alberto Moreno"
"224","Liverpool","Alberto Moreno",1076,17,56,57.8,70,46.6,50.7,"completed","0","0","0","0","James Milner"
"225","Liverpool","Joseph Gomez",1077,17,57,62.3,8.6,58.1,21.8,"completed","0","0","0","0","Jordan Henderson"
"226","Liverpool","Jordan Henderson",1080,17,60,58.1,21.8,59.5,36.1,"completed","0","0","0","0","Joel Matip"
"227","Liverpool","Joel Matip",1082,18,2,46.6,50.7,56.3,12.6,"completed","0","0","0","0","Joseph Gomez"
"228","Liverpool","Joel Matip",1085,18,5,64.1,50.3,70.5,82,"completed","0","0","0","0","Alberto Moreno"
